ls_states,ground_truth,observed_nb
"[6, 49, 56, 409, 225, 223, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",4,3
"[6, 49, 56, 408, 61, 375, 390, 477, 122]",20,0
"[6, 49, 56, 409, 225, 223, 390, 477, 122]",4,0
"[6, 49, 56, 409, 225, 224, 208, 307]",36,2
"[8, 490, 253, 250, 37, 262, 235]",120,7
"[6, 49, 57, 480, 253, 250, 37, 262, 235]",56,2
"[8, 490, 254, 60, 346, 378, 182, 177]",76,13
"[6, 49, 56, 408, 61, 375, 389, 115, 405, 96, 75, 100, 338]",75,9
"[6, 49, 56, 408, 61, 375, 389, 115, 405, 96, 75, 99, 142]",81,6
"[6, 49, 57, 480, 254, 60, 346, 378, 182, 177]",34,7
"[8, 490, 254, 60, 346, 378, 182, 178]",40,5
"[6, 49, 56, 408, 61, 375, 389, 115, 405, 96, 75, 100, 337, 70, 318]",5,0
"[6, 49, 57, 480, 254, 60, 346, 378, 182, 178]",14,4
"[8, 488, 320, 495, 12, 371, 43, 241]",44,7
"[8, 488, 321, 496, 18, 423, 20, 260, 356, 45, 280, 360, 362, 11, 43, 241]",2,0
"[287, 364, 340, 344, 26, 331, 223, 390, 477, 120, 123, 309, 124, 2, 197, 53]",16,1
"[286, 43, 240, 340, 344, 26, 331, 223, 390, 477, 120, 123, 309, 124, 2, 197, 53]",5,1
"[287, 364, 340, 344, 26, 331, 223, 390, 477, 120, 123, 309, 124, 2, 198]",18,6
"[286, 43, 240, 340, 344, 26, 331, 223, 390, 477, 120, 123, 309, 124, 2, 198]",6,0
"[287, 364, 340, 344, 26, 331, 224, 208, 306, 303, 323, 195, 202]",5,1
"[286, 43, 240, 340, 344, 26, 331, 224, 208, 306, 303, 323, 195, 202]",2,0
"[285, 358, 370, 13, 252, 55, 49, 56, 408, 62]",251,40
"[285, 358, 370, 13, 252, 55, 49, 58]",114,20
"[284, 281, 357, 21, 424]",189,37
"[287, 364, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 149, 158, 155, 154, 422]",9,2
"[287, 364, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 381, 154, 422]",91,16
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 381, 154, 422]",33,7
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 149, 158, 155, 154, 422]",3,0
"[287, 364, 340, 344, 26, 331, 223, 389, 115, 405, 96, 75, 100, 337, 73]",112,11
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 115, 405, 96, 75, 100, 337, 73]",34,5
"[285, 358, 370, 13, 252, 55, 49, 57, 480, 253, 250, 36, 246, 244, 502, 399, 35, 302]",34,3
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 31, 35, 302]",15,4
"[285, 358, 370, 14, 493, 319, 16, 256, 36, 246, 244, 502, 399, 35, 302]",105,15
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 314, 302]",26,3
"[287, 364, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 314, 302]",103,12
"[287, 364, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 31, 35, 302]",32,4
"[284, 281, 357, 22, 383, 493, 319, 16, 256, 36, 246, 244, 502, 399, 35, 302]",11,1
"[287, 364, 340, 344, 26, 331, 223, 390, 477, 121]",43,9
"[286, 43, 240, 340, 344, 26, 331, 223, 390, 477, 121]",19,1
"[287, 364, 340, 344, 26, 331, 224, 208, 306, 304]",21,3
"[286, 43, 240, 340, 344, 26, 331, 224, 208, 306, 304]",3,1
"[285, 358, 370, 13, 252, 55, 50]",204,16
"[285, 358, 370, 13, 252, 55, 49, 57, 480, 253, 250, 40]",91,3
"[285, 358, 370, 14, 493, 319, 16, 256, 40]",225,10
"[284, 281, 357, 22, 383, 493, 319, 16, 256, 40]",60,1
"[285, 358, 370, 14, 493, 322]",64,8
"[284, 281, 357, 22, 383, 494, 64]",18,4
"[284, 281, 357, 22, 383, 493, 322]",12,1
"[285, 358, 370, 14, 494, 64]",60,5
"[287, 364, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 382]",12,1
"[287, 364, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 150]",116,11
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 382]",5,1
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 150]",38,2
"[287, 364, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 94]",104,18
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 115, 405, 96, 76, 339, 94]",35,5
"[287, 364, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 275, 272]",70,5
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 275, 272]",27,2
"[287, 364, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",19,0
"[287, 364, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 277, 411, 268]",109,16
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 277, 411, 268]",32,7
"[287, 364, 340, 344, 26, 331, 223, 389, 114, 116, 380, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 273, 23, 272]",16,2
"[286, 43, 240, 340, 344, 26, 331, 223, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",5,1
"[287, 364, 340, 344, 26, 331, 223, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",16,4
"[287, 364, 340, 344, 26, 331, 223, 390, 477, 122]",27,3
"[286, 43, 240, 340, 344, 26, 331, 223, 390, 477, 122]",9,2
"[287, 364, 340, 344, 26, 332]",35,8
"[286, 43, 240, 340, 344, 26, 332]",14,1
"[285, 358, 370, 13, 252, 55, 49, 57, 480, 253, 250, 37, 262, 235]",45,0
"[287, 364, 340, 344, 26, 331, 223, 389, 114, 116, 380, 335]",9,0
"[285, 358, 370, 14, 493, 319, 16, 256, 37, 262, 235]",124,14
"[284, 281, 357, 22, 383, 493, 319, 16, 256, 37, 262, 235]",23,2
"[287, 364, 340, 344, 26, 331, 223, 389, 115, 405, 96, 75, 99, 142]",102,12
"[287, 364, 340, 344, 26, 331, 223, 389, 115, 405, 96, 75, 100, 338]",122,6
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 115, 405, 96, 75, 99, 142]",32,6
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 115, 405, 96, 75, 100, 338]",35,3
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 114, 116, 378, 182, 178]",15,1
"[287, 364, 340, 344, 26, 331, 223, 389, 115, 405, 96, 75, 100, 337, 70, 318]",5,1
"[287, 364, 340, 344, 26, 331, 223, 389, 114, 116, 378, 182, 178]",37,3
"[286, 43, 240, 340, 344, 26, 331, 223, 389, 115, 405, 96, 75, 100, 337, 70, 318]",2,0
"[286, 43, 241]",36,7
"[350, 262, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",25,1
"[352, 38, 251, 254, 60, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",8,0
"[352, 38, 251, 255, 489, 66, 492, 49, 56, 408, 61, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",3,0
"[349, 248, 231, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",5,0
"[350, 262, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 198]",38,0
"[352, 38, 251, 254, 60, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 198]",10,0
"[352, 38, 251, 255, 489, 66, 492, 49, 56, 408, 61, 375, 390, 477, 120, 123, 309, 124, 2, 198]",5,0
"[349, 248, 231, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 2, 198]",6,1
"[350, 262, 233, 348, 472]",180,8
"[349, 248, 231, 233, 348, 472]",15,1
"[352, 38, 251, 254, 60, 348, 472]",59,1
"[352, 38, 251, 255, 489, 66, 492, 49, 58]",146,13
"[352, 39, 15, 321, 497]",246,43
"[352, 38, 251, 255, 488, 321, 497]",55,9
"[349, 248, 229, 334, 237, 469, 168, 467, 166]",189,31
"[350, 262, 233, 346, 378, 182, 175, 433, 180, 73]",176,8
"[352, 38, 251, 254, 60, 346, 378, 182, 175, 433, 180, 73]",58,1
"[349, 248, 231, 233, 346, 378, 182, 175, 433, 180, 73]",17,0
"[351, 246, 244, 502, 399, 35, 302]",36,6
"[349, 248, 229, 334, 237, 469, 169, 468, 407, 31, 35, 302]",110,17
"[349, 248, 229, 334, 237, 469, 169, 468, 407, 30, 314, 302]",173,35
"[350, 262, 233, 348, 470, 61, 375, 390, 477, 121]",96,15
"[349, 248, 231, 233, 348, 470, 61, 375, 390, 477, 121]",14,1
"[352, 38, 251, 254, 60, 348, 470, 61, 375, 390, 477, 121]",29,2
"[352, 38, 251, 255, 491]",334,12
"[352, 39, 15, 320, 495, 12, 371, 44]",198,7
"[352, 39, 15, 321, 496, 18, 423, 20, 260, 356, 45, 282]",124,8
"[352, 38, 251, 255, 488, 321, 496, 18, 423, 20, 260, 356, 45, 282]",32,1
"[352, 38, 251, 255, 488, 320, 495, 12, 371, 44]",37,4
"[352, 39, 17]",211,45
"[349, 248, 229, 334, 237, 469, 168, 467, 165, 416, 156, 152]",326,11
"[350, 262, 233, 346, 378, 182, 175, 433, 180, 71, 401, 451, 104]",112,15
"[349, 248, 229, 334, 237, 469, 168, 467, 165, 416, 156, 151, 440, 48, 438, 46, 415, 449]",40,7
"[350, 262, 233, 348, 470, 61, 375, 389, 115, 405, 96, 76, 339, 94]",16,1
"[349, 248, 229, 334, 237, 469, 168, 467, 165, 416, 156, 151, 439, 438, 46, 415, 449]",62,1
"[349, 248, 231, 233, 346, 378, 182, 175, 433, 180, 71, 401, 451, 104]",2,1
"[352, 38, 251, 254, 60, 346, 378, 182, 175, 433, 180, 71, 401, 451, 104]",34,3
"[349, 248, 229, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 275, 272]",117,21
"[349, 248, 229, 334, 237, 469, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",23,3
"[349, 248, 229, 334, 237, 469, 169, 468, 407, 30, 315, 278, 4, 273, 23, 272]",19,3
"[349, 248, 229, 334, 237, 469, 169, 468, 407, 30, 315, 277, 411, 268]",170,19
"[350, 262, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",25,4
"[352, 38, 251, 254, 60, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",8,0
"[352, 38, 251, 255, 489, 66, 492, 49, 56, 408, 61, 375, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",3,1
"[349, 248, 231, 233, 348, 470, 61, 375, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",5,0
"[350, 262, 233, 348, 470, 61, 375, 390, 477, 122]",38,16
"[349, 248, 231, 233, 348, 470, 61, 375, 390, 477, 122]",6,1
"[352, 38, 251, 254, 60, 348, 470, 61, 375, 390, 477, 122]",10,1
"[352, 38, 251, 255, 489, 66, 492, 49, 56, 408, 61, 375, 390, 477, 122]",5,0
"[352, 38, 251, 255, 489, 66, 492, 49, 56, 409, 225, 224, 208, 307]",96,10
"[349, 248, 229, 335]",229,41
"[350, 262, 233, 346, 378, 182, 177]",346,71
"[352, 38, 251, 254, 60, 346, 378, 182, 177]",107,10
"[349, 248, 231, 233, 346, 378, 182, 177]",28,2
"[350, 262, 233, 346, 378, 182, 178]",54,9
"[352, 38, 251, 254, 60, 346, 378, 182, 178]",9,1
"[349, 248, 231, 233, 346, 378, 182, 178]",8,2
"[352, 39, 15, 320, 495, 12, 371, 43, 241]",73,14
"[352, 38, 251, 255, 488, 320, 495, 12, 371, 43, 241]",8,1
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",6,0
"[367, 63, 66, 492, 49, 56, 409, 225, 223, 390, 477, 120, 123, 309, 124, 2, 197, 53]",3,0
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 390, 477, 120, 123, 309, 124, 2, 198]",20,3
"[367, 63, 66, 492, 49, 56, 409, 225, 223, 390, 477, 120, 123, 309, 124, 2, 198]",4,1
"[367, 63, 66, 492, 49, 56, 408, 62]",126,21
"[367, 63, 66, 492, 49, 58]",71,2
"[366, 321, 497]",126,12
"[368, 256, 36, 246, 243, 248, 229, 334, 237, 469, 168, 467, 166]",111,23
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 389, 115, 405, 96, 75, 100, 337, 73]",104,22
"[367, 63, 66, 492, 49, 56, 409, 225, 223, 389, 115, 405, 96, 75, 100, 337, 73]",1,1
"[367, 63, 65, 490, 254, 60, 346, 378, 182, 175, 433, 180, 73]",16,3
"[368, 256, 36, 246, 244, 502, 399, 35, 302]",176,15
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 390, 477, 121]",69,13
"[367, 63, 66, 492, 49, 56, 409, 225, 223, 390, 477, 121]",2,1
"[367, 63, 67]",114,4
"[366, 320, 495, 12, 371, 44]",91,17
"[366, 321, 496, 18, 423, 20, 260, 356, 45, 282]",63,10
"[368, 256, 40]",196,39
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 389, 115, 405, 96, 76, 339, 93, 450, 89, 29, 445, 441, 402, 90, 91, 435, 382]",17,0
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 150]",100,3
"[367, 63, 66, 492, 49, 56, 409, 225, 223, 389, 115, 405, 96, 76, 339, 92, 103, 452, 143, 150]",4,0
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 389, 115, 405, 96, 76, 339, 94]",110,21
"[367, 63, 66, 492, 49, 56, 409, 225, 223, 389, 115, 405, 96, 76, 339, 94]",4,1
"[368, 256, 36, 246, 244, 502, 399, 34, 30, 315, 277, 411, 268]",81,12
"[368, 256, 36, 246, 244, 502, 399, 34, 30, 315, 278, 4, 275, 272]",57,7
"[368, 256, 36, 246, 244, 502, 399, 34, 30, 315, 278, 3, 431, 518, 432, 23, 272]",16,0
"[368, 256, 36, 246, 244, 502, 399, 34, 30, 315, 278, 4, 273, 23, 272]",10,1
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",18,1
"[367, 63, 66, 492, 49, 56, 409, 225, 223, 390, 477, 120, 123, 309, 124, 1, 128, 139, 107]",3,0
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 390, 477, 122]",18,7
"[367, 63, 66, 492, 49, 56, 409, 225, 223, 390, 477, 122]",3,0
"[367, 63, 66, 492, 49, 56, 409, 225, 224, 208, 307]",28,1
"[366, 320, 495, 12, 371, 42, 10, 364, 340, 344, 26, 332]",3,0
"[368, 256, 37, 262, 235]",121,27
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 389, 115, 405, 96, 75, 100, 338]",15,0
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 389, 115, 405, 96, 75, 99, 142]",10,1
"[367, 63, 65, 490, 254, 60, 346, 378, 182, 177]",164,13
"[367, 63, 66, 492, 49, 56, 408, 61, 375, 389, 115, 405, 96, 75, 100, 337, 70, 318]",8,1
"[367, 63, 65, 490, 254, 60, 346, 378, 182, 178]",35,2
"[368, 256, 37, 262, 233, 346, 378, 182, 178]",3,0
"[366, 320, 495, 12, 371, 43, 241]",31,2
"[366, 321, 496, 18, 423, 20, 260, 356, 45, 280, 360, 362, 11, 43, 241]",5,0
"[145, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 428]",2,1
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 428]",2,1
"[146, 381, 154, 420, 417, 297, 455, 72, 336, 98, 95, 392, 406, 105, 428]",5,0
"[147, 158, 157, 144, 451, 102, 98, 95, 392, 406, 105, 428]",1,0
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",5,0
"[146, 381, 153, 157, 144, 451, 102, 98, 95, 392, 406, 105, 428]",2,0
"[145, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 106, 140, 126, 2, 198]",2,1
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 427, 137, 132]",3,0
"[145, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",10,1
"[146, 381, 153, 157, 144, 451, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",2,0
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",14,1
"[147, 158, 157, 144, 451, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",4,0
"[146, 381, 153, 157, 144, 451, 102, 98, 95, 392, 406, 105, 427, 137, 132]",1,0
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 377]",85,4
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 377]",79,2
"[146, 381, 154, 421, 324, 329, 167, 236, 231, 233, 348, 471, 259]",37,2
"[147, 158, 157, 144, 453, 160, 454, 69, 181, 174, 283, 379, 348, 471, 259]",49,2
"[147, 158, 157, 144, 453, 160, 454, 69, 179, 312, 461, 174, 283, 379, 348, 471, 259]",20,0
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 240, 341, 363, 361, 281, 357, 21, 424]",66,9
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 239, 42, 10, 363, 361, 281, 357, 21, 424]",7,1
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 240, 341, 363, 361, 281, 357, 21, 424]",78,8
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 239, 42, 10, 363, 361, 281, 357, 21, 424]",8,1
"[147, 158, 157, 144, 453, 160, 454, 69, 181, 174, 283, 379, 348, 471, 258, 479, 486, 488, 321, 497]",2,0
"[146, 381, 154, 422]",98,4
"[147, 158, 155, 154, 422]",1,0
"[146, 381, 154, 420, 417, 298]",109,17
"[147, 158, 155, 154, 420, 417, 298]",2,0
"[146, 381, 154, 421, 324, 329, 169, 468, 407, 30, 314, 302]",100,14
"[147, 158, 155, 154, 421, 324, 329, 169, 468, 407, 30, 314, 302]",4,0
"[146, 381, 154, 421, 324, 329, 169, 468, 407, 31, 35, 302]",77,5
"[147, 158, 155, 154, 421, 324, 329, 169, 468, 407, 31, 35, 302]",5,1
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 375, 390, 477, 121]",5,2
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 375, 390, 477, 121]",6,1
"[147, 158, 157, 144, 451, 102, 98, 95, 392, 406, 106, 140, 127, 373]",3,0
"[146, 381, 153, 157, 144, 451, 102, 99, 141, 117, 375, 390, 477, 121]",2,0
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 98, 95, 392, 406, 106, 140, 127, 373]",31,2
"[145, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 106, 140, 127, 373]",27,2
"[146, 381, 154, 421, 324, 329, 167, 236, 231, 233, 347, 59, 68, 255, 491]",9,1
"[147, 158, 155, 154, 421, 324, 329, 167, 236, 231, 233, 348, 471, 258, 479, 487]",2,0
"[146, 381, 154, 421, 324, 329, 167, 236, 231, 233, 348, 471, 258, 479, 487]",38,6
"[147, 158, 157, 144, 453, 160, 454, 69, 181, 174, 283, 379, 347, 59, 68, 255, 491]",19,2
"[147, 158, 157, 144, 453, 160, 454, 69, 181, 174, 283, 379, 348, 471, 258, 479, 487]",69,9
"[147, 158, 157, 144, 453, 160, 454, 69, 179, 312, 461, 174, 283, 379, 348, 471, 258, 479, 487]",26,2
"[147, 158, 157, 144, 453, 160, 454, 69, 179, 312, 461, 174, 283, 379, 347, 59, 68, 255, 491]",8,1
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 240, 341, 365]",29,5
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 239, 44]",54,3
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 240, 341, 365]",38,2
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 239, 44]",55,2
"[146, 381, 154, 421, 324, 329, 167, 236, 230, 261, 243, 249]",142,3
"[147, 158, 155, 154, 421, 324, 329, 167, 236, 230, 261, 242, 247]",6,0
"[146, 381, 154, 421, 324, 329, 167, 236, 231, 234, 40]",84,8
"[146, 381, 154, 421, 324, 329, 167, 236, 230, 261, 242, 247]",65,6
"[147, 158, 155, 154, 421, 324, 329, 167, 236, 231, 234, 40]",10,0
"[147, 158, 155, 154, 421, 324, 329, 167, 236, 230, 261, 243, 249]",9,0
"[146, 381, 154, 421, 324, 329, 167, 236, 231, 233, 347, 59, 68, 255, 488, 322]",3,0
"[146, 381, 154, 421, 324, 329, 167, 236, 231, 233, 348, 471, 258, 479, 486, 488, 322]",4,1
"[146, 381, 154, 421, 324, 329, 167, 236, 231, 234, 39, 17]",73,4
"[147, 158, 157, 144, 453, 160, 454, 69, 181, 174, 283, 379, 347, 59, 68, 255, 488, 322]",20,4
"[146, 381, 154, 421, 324, 329, 167, 236, 230, 261, 242, 245, 39, 17]",9,1
"[147, 158, 157, 144, 453, 160, 454, 69, 181, 174, 283, 379, 348, 471, 258, 479, 486, 488, 322]",10,3
"[147, 158, 157, 144, 453, 160, 454, 69, 179, 312, 461, 174, 283, 379, 347, 59, 68, 255, 488, 322]",5,0
"[145, 151, 439, 438, 46, 415, 449]",66,21
"[145, 151, 440, 48, 438, 46, 415, 449]",55,11
"[147, 158, 155, 154, 421, 324, 329, 169, 468, 407, 30, 315, 278, 4, 275, 272]",1,0
"[146, 381, 154, 421, 324, 329, 169, 468, 407, 30, 315, 277, 411, 268]",84,3
"[147, 158, 155, 154, 421, 324, 329, 169, 468, 407, 30, 315, 277, 411, 268]",3,0
"[146, 381, 154, 421, 324, 329, 169, 468, 407, 30, 315, 278, 4, 273, 23, 272]",9,0
"[146, 381, 154, 421, 324, 329, 169, 468, 407, 30, 315, 278, 4, 275, 272]",62,2
"[146, 381, 154, 421, 324, 329, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",14,1
"[147, 158, 155, 154, 421, 324, 329, 169, 468, 407, 30, 315, 278, 3, 431, 518, 432, 23, 272]",3,0
"[145, 151, 439, 438, 46, 415, 448, 102, 98, 95, 395]",9,0
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 98, 95, 395]",9,0
"[147, 158, 157, 144, 451, 102, 98, 95, 395]",2,0
"[146, 381, 153, 157, 144, 451, 102, 98, 95, 395]",4,0
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 375, 390, 477, 122]",3,2
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 375, 390, 477, 122]",4,1
"[147, 158, 157, 144, 451, 102, 98, 95, 392, 406, 106, 140, 127, 374]",2,0
"[146, 381, 153, 157, 144, 451, 102, 99, 141, 117, 375, 390, 477, 122]",2,1
"[145, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 105, 427, 137, 130, 127, 374]",2,1
"[146, 381, 153, 157, 144, 451, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 86, 466, 130, 127, 374]",2,0
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 98, 95, 392, 406, 106, 140, 127, 374]",5,0
"[145, 151, 439, 438, 46, 415, 448, 102, 98, 95, 392, 406, 106, 140, 127, 374]",4,0
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 376, 225, 224, 208, 307]",12,0
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 376, 225, 224, 208, 307]",17,2
"[146, 381, 153, 157, 144, 451, 102, 99, 141, 117, 376, 225, 224, 208, 307]",3,0
"[147, 158, 157, 144, 451, 102, 99, 141, 117, 376, 225, 224, 208, 307]",4,1
"[147, 158, 157, 144, 453, 160, 454, 69, 179, 312, 461, 176]",55,8
"[147, 158, 157, 144, 453, 160, 454, 69, 181, 176]",94,16
"[147, 158, 157, 144, 453, 160, 454, 74]",211,11
"[146, 381, 154, 420, 417, 299]",41,7
"[145, 151, 439, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 241]",10,0
"[145, 151, 440, 48, 438, 46, 415, 448, 102, 99, 141, 117, 376, 226, 28, 241]",12,2
"[146, 381, 153, 157, 144, 451, 102, 99, 141, 117, 376, 226, 28, 241]",6,3
"[147, 158, 157, 144, 451, 102, 99, 141, 117, 376, 226, 28, 241]",3,0
"[291, 102, 98, 95, 392, 406, 105, 428]",14,2
"[291, 102, 99, 141, 117, 375, 390, 477, 120, 123, 309, 124, 2, 197, 53]",7,0
"[291, 102, 98, 95, 392, 406, 106, 140, 126, 2, 198]",1,0
"[291, 102, 99, 141, 117, 375, 390, 477, 120, 123, 309, 124, 2, 198]",5,0
"[291, 102, 98, 95, 392, 406, 105, 427, 137, 132]",2,0
"[291, 102, 98, 95, 392, 406, 105, 425, 108, 84, 465, 85, 87, 192, 202]",16,0
"[291, 102, 99, 141, 117, 377]",154,21
"[291, 102, 99, 141, 116, 379, 348, 471, 259]",86,15
"[291, 102, 99, 141, 117, 376, 226, 28, 240, 341, 363, 361, 281, 357, 21, 424]",112,5
"[291, 102, 99, 141, 117, 376, 226, 28, 239, 42, 10, 363, 361, 281, 357, 21, 424]",19,0
"[288, 402, 90, 91, 435, 381, 154, 422]",114,23
"[291, 102, 100, 337, 73]",8,0
"[291, 103, 453, 160, 454, 73]",83,18
"[288, 402, 90, 91, 435, 381, 154, 421, 324, 329, 169, 468, 407, 30, 314, 302]",99,9
"[288, 402, 90, 91, 435, 381, 154, 421, 324, 329, 169, 468, 407, 31, 35, 302]",72,4
"[291, 102, 99, 141, 117, 375, 390, 477, 121]",9,0
"[291, 102, 98, 95, 392, 406, 106, 140, 127, 373]",47,5
"[291, 102, 99, 141, 116, 379, 348, 471, 258, 479, 487]",125,13
"[291, 102, 99, 141, 116, 379, 347, 59, 68, 255, 491]",36,10
"[291, 102, 99, 141, 117, 376, 226, 28, 239, 44]",84,16
"[291, 102, 99, 141, 117, 376, 226, 28, 240, 341, 365]",55,15
"[291, 102, 99, 141, 116, 380, 333, 231, 234, 40]",72,11
"[291, 102, 99, 141, 116, 380, 333, 230, 261, 242, 247]",48,11
"[291, 102, 99, 141, 116, 380, 333, 230, 261, 243, 249]",120,19
